corres.auth.female,corres.auth.male,editor.female,editor.male,sen.editor.female,sen.editor.male,prop.fem.auth,Bias,model
0.24663114100162473,0.48035111628046967,0.34905905345072213,0.3779232038306734,0.802578564840995,-0.07559630755883505,0.11898594947264696,0.7269822572829042,L2_Logistic_Regression
