first.authmale,first.authnone,corres.authmale,corres.authnone,last.authmale,last.authnone,editormale,sen.editormale,men.rev,Bias,model
0.006065140172000953,-0.08587705154738,0.10101731049683804,-0.05667198936515465,0.02455850494560723,-0.14560950999955416,0.07388533522041126,-0.006515231144683145,0.10011014637061437,-0.16618061162824352,L1_Linear_SVM
