"x"
398.807
409.873
395.412
406.245
408.573
411.793
406.575
408.839
409.588
604.417
601.424
790.035
597.786
625.365
625.49
591.545
588.106
591.519
593.061
595.82
589.102
597.719
600.453
593.183
590.813
590.626
592.741
595.657
585.135
591.714
591.679
594.279
623.643
592.697
598.38
593.346
621.364
593.833
593.326
591.053
599.248
593.321
599.056
590.959
595.697
594.96
592.973
605.167
591.725
595.589
595.83
592.031
586.78
593.545
595.817
597.29
621.515
593.714
593.383
598.731
593.031
594.432
595.484
597.554
591.251
594.645
591.241
591.622
585.6
581.663
1152.081
1190.618
583.774
1161.731
1175.072
584.651
3274.208
599.09
593.559
625.655
592.459
594.594
592.996
601.415
593.504
600.716
593.236
594.857
592.959
598.361
593.991
597.11
601.402
592.204
591.788
600.126
593.295
592.668
594.339
580.175
